chip_id,production_date,chip_model,pin_flatness_deviation_um,solder_pad_oxidation_percent,package_scratch_depth_um,warpage_um,pin_coplanarity_percent,package_size_deviation_percent,vdd_voltage,voh_voltage,vol_voltage,vih_voltage,vil_voltage,iil_leakage_ua,iol_leakage_ua,fmax_mhz,setup_time_ns,hold_time_ns,propagation_delay_ns,rise_time_ns,fall_time_ns,idd_static_ma,idd_dynamic_ma,jtag_scan_pass,boundary_scan_pass,functional_test_pass,aging_temperature_c,aging_voltage_v,aging_frequency_mhz,aging_duration_hours,failure_status,failure_mode
CHIP_00000,2024-03-19,MODEL_A,12.950092420511597,22.114770030178793,19.34793172379453,69.86774261228112,89.0818873274185,3.017369815607943,3.287783330436316,3.0277778448791053,0.197654630679514,2.3394431206110733,0.8926132727207202,0.572185789008039,2.1992744638080475,331.34019438373684,3.421084557965287,1.495935899521453,5.762440206131304,0.7719974942546519,0.5038380925433232,1.876146641757724,69.70966636152411,1,1,1,125,3.287783330436316,298.20617494536316,48,1,normal
CHIP_00001,2024-05-10,MODEL_C,21.73952332242609,22.798014520692657,27.600228377062148,43.180494422458565,94.87776092654842,-0.5411224030265531,3.349232074416663,3.198198615457517,0.2112705451088313,2.5130216962876597,1.010585019813223,0.0200909489576795,1.734682852052763,276.69308332734454,3.614464880588872,2.562651928500025,7.944187111695386,1.579017988239087,1.2746722268728825,3.2670345041904945,68.25170472558226,1,1,1,85,3.349232074416663,249.02377499461008,72,1,normal
CHIP_00002,2024-09-12,MODEL_C,19.713402026672355,25.4803175429356,19.64036021364857,76.51890367016131,97.60393980304478,0.4397547260467315,3.400434682014491,3.155513426747294,0.2492632739786655,2.432302374724537,0.9533881272971626,0.5679295169717775,0.2451297784305468,343.01522802028114,3.121068735190352,1.7488732508947389,6.2604933537793785,1.3066562636474937,1.3785498864995882,2.7187959420762104,91.46795429937656,1,1,1,85,3.400434682014491,308.71370521825304,24,1,normal
CHIP_00003,2024-06-13,MODEL_C,19.197618660452733,21.994739427571098,1.4589874312752964,80.25136567506554,96.3536881565655,-1.0269925023961122,3.3743973967898406,3.0959324210602066,0.1985310334982258,2.4195116354240325,0.9913169152248636,0.1450789382323574,0.1057156420328646,340.22732619010446,2.119263309096091,1.9517087482062117,4.1546976174354295,0.7945674514711927,1.0494110040301634,0.491910111204441,66.44314324655916,0,1,1,125,3.3743973967898406,306.20459357109405,168,1,normal
CHIP_00004,2024-04-04,MODEL_A,19.08542265596202,23.650998351497172,15.71704843139361,38.4807178858405,100.0,-3.581102038903795,3.340262231486401,3.1275996618145903,0.1522266494744862,2.4355441284981447,0.953045244938173,0.5545913939418317,0.4637434780485352,221.06066743709243,4.308309835475708,2.540836826451151,8.697527391385144,1.824978531839484,1.896458367192373,0.1220138316093816,58.3891108650456,1,1,1,85,3.340262231486401,198.9546006933832,48,1,normal
CHIP_00005,2024-10-03,MODEL_A,20.856840240075773,20.863268459500276,10.276032071962575,46.19532084929229,98.75332844693654,1.8722262498594149,3.3017575289695253,3.1034962600771387,0.1603887602040609,2.3630263365940647,0.9138639553188088,0.1414784121015319,0.9585944165885124,257.62364199533124,4.158531787741479,2.2815414763188056,8.344343198581338,2.050860187569155,1.7307585461928745,6.894181720033458,57.58602881268689,1,1,1,125,3.3017575289695253,231.86127779579812,72,1,normal
CHIP_00006,2024-04-19,MODEL_C,26.7836699477096,17.124229192931775,5.53960028149549,0.0,99.34680207425257,-4.3443962797111775,3.310485945713366,3.0817276616316533,0.1006237834258091,2.407559058746826,0.8696429881212935,0.361095893772804,0.2033684752504526,281.6660804890411,3.904505423684515,1.6921871558432038,4.658087467468172,1.580987708721218,1.083171339465525,0.4697286003015026,69.42067785161765,0,1,1,85,3.310485945713366,253.49947244013703,120,1,normal
CHIP_00007,2024-02-19,MODEL_B,31.02188989019795,15.716071998110513,1.2580816633538208,29.461520717660022,100.0,-1.109585353583317,3.262324634028587,3.0077139164343896,0.2796728306143385,2.3657106291176864,0.9047187019862442,0.0747538780744517,0.1467336357703797,303.5539117980958,4.229478697982151,1.6109468634842026,7.326463167798256,1.6142407951809314,1.5120507430200123,3.326437376070036,77.74356759956626,1,1,1,85,3.262324634028587,273.19852061828624,24,1,normal
CHIP_00008,2024-09-19,MODEL_A,19.98199804396674,13.101922247220784,11.918166642927307,39.210852308139806,97.2744687853238,-0.1092297617001222,3.2275916239348668,3.0463588647440805,0.147529583188749,2.331221283169058,0.9542486948354536,0.8241037049338841,1.5290500949729462,292.70890606519026,3.027432104251818,2.5657848399942003,6.296183829983225,1.2972629449905309,1.5598028241071908,6.914493102869156,54.26453262356711,1,1,1,85,3.2275916239348668,263.43801545867126,96,1,normal
CHIP_00009,2024-04-01,MODEL_C,26.522528577373063,5.301053655522194,10.807974598941811,62.07665294496861,95.4892106237981,0.4609792868597103,3.2436600821120027,3.061068896322043,0.2380464276082743,2.5014232241857792,0.8777367162773952,0.384453179021078,0.2240193119663805,255.193467799939,5.007190877147265,2.8657759421725553,6.503510775139844,1.2204324453045676,1.2294933156383814,1.744970501499257,68.28451353849171,1,1,1,85,3.2436600821120027,229.6741210199451,24,1,normal
